INTERNAL_LOCATION_ID,Warehouse,Zone,Aisle,Bay,Shelf,LocationName,SimpleLocationName,LocationType,ExcludeVerificationWhenPicking,PickSequence
12804,General / Wholesale,x,x,x,x,TOTE-N-6,TOTE-N-6,PICKING TOTE,TRUE,0
12805,General / Wholesale,x,x,x,x,TOTE-N-7,TOTE-N-7,PICKING TOTE,TRUE,0
12806,General / Wholesale,x,x,x,x,TOTE-N-8,TOTE-N-8,PICKING TOTE,TRUE,0
12807,General / Wholesale,x,x,x,x,TOTE-N-9,TOTE-N-9,PICKING TOTE,TRUE,0
12808,General / Wholesale,x,x,x,x,TOTE-N-10,TOTE-N-10,PICKING TOTE,TRUE,0
18038,General / Wholesale,x,x,x,x,TOTE-BT-51,TOTE-BT-51,PICKING TOTE,FALSE,0
13638,General / Wholesale,2,A,7,4,2-a-7-4-1,2-a-7-4-1,PICK,FALSE,0
13639,General / Wholesale,2,A,7,4,2-a-7-4-2,2-a-7-4-2,PICK,FALSE,0
13640,General / Wholesale,2,A,7,4,2-a-7-4-3,2-a-7-4-3,PICK,FALSE,0
13641,General / Wholesale,2,A,7,4,2-a-7-4-4,2-a-7-4-4,PICK,FALSE,0
13642,General / Wholesale,2,A,7,4,2-a-7-4-5,2-a-7-4-5,PICK,FALSE,0
13643,General / Wholesale,2,A,7,4,2-a-7-4-6,2-a-7-4-6,PICK,FALSE,0
13644,General / Wholesale,2,A,7,4,2-a-7-4-7,2-a-7-4-7,PICK,FALSE,0
13645,General / Wholesale,2,A,7,4,2-a-7-4-8,2-a-7-4-8,PICK,FALSE,0
13646,General / Wholesale,2,A,7,4,2-a-7-4-9,2-a-7-4-9,PICK,FALSE,0
13647,General / Wholesale,2,A,7,4,2-a-7-4-10,2-a-7-4-10,PICK,FALSE,0
13648,General / Wholesale,2,A,7,4,2-a-7-4-11,2-a-7-4-11,PICK,FALSE,0
13649,General / Wholesale,2,A,7,4,2-a-7-4-12,2-a-7-4-12,PICK,FALSE,0
13650,General / Wholesale,2,A,7,4,2-a-7-4-13,2-a-7-4-13,PICK,FALSE,0
13651,General / Wholesale,2,A,7,4,2-a-7-4-14,2-a-7-4-14,PICK,FALSE,0
13652,General / Wholesale,2,A,7,4,2-a-7-4-15,2-a-7-4-15,PICK,FALSE,0
13653,General / Wholesale,2,A,7,4,2-a-7-4-16,2-a-7-4-16,PICK,FALSE,0
13654,General / Wholesale,2,A,7,4,2-a-7-4-17,2-a-7-4-17,PICK,FALSE,0
13655,General / Wholesale,2,A,7,4,2-a-7-4-18,2-a-7-4-18,PICK,FALSE,0
4542,General / Wholesale,2,AR,2,4,AR-2-4,AR-2-4,PICK,FALSE,0
4543,General / Wholesale,2,AR,1,4,AR-1-4,AR-1-4,PICK,FALSE,0
4996,General / Wholesale,1,AQ,8,4,AQ-8-4,AQ-8-4,PICK,FALSE,0
4997,General / Wholesale,1,AF,4,4,AF-4-4,AF-4-4,PICK,FALSE,0
5000,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,,Bay,PICK,FALSE,0
8158,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-2,TOTE-BT-2,PICKING TOTE,TRUE,0
8171,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-1,TOTE-BT-1,PICKING TOTE,TRUE,0
8172,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-3,TOTE-BT-3,PICKING TOTE,TRUE,0
8173,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-4,TOTE-BT-4,PICKING TOTE,TRUE,0
8174,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-5,TOTE-BT-5,PICKING TOTE,TRUE,0
8175,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-6,TOTE-BT-6,PICKING TOTE,TRUE,0
8176,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-7,TOTE-BT-7,PICKING TOTE,TRUE,0
8177,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-8,TOTE-BT-8,PICKING TOTE,TRUE,0
8178,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-9,TOTE-BT-9,PICKING TOTE,TRUE,0
8179,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-10,TOTE-BT-10,PICKING TOTE,TRUE,0
8180,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-11,TOTE-BT-11,PICKING TOTE,TRUE,0
8181,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-12,TOTE-BT-12,PICKING TOTE,TRUE,0
8182,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-13,TOTE-BT-13,PICKING TOTE,TRUE,0
8183,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-14,TOTE-BT-14,PICKING TOTE,TRUE,0
8184,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-15,TOTE-BT-15,PICKING TOTE,TRUE,0
8185,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-16,TOTE-BT-16,PICKING TOTE,TRUE,0
8186,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-17,TOTE-BT-17,PICKING TOTE,TRUE,0
8187,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-18,TOTE-BT-18,PICKING TOTE,TRUE,0
8188,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-19,TOTE-BT-19,PICKING TOTE,TRUE,0
8189,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-20,TOTE-BT-20,PICKING TOTE,TRUE,0
8190,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-21,TOTE-BT-21,PICKING TOTE,TRUE,0
8191,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-22,TOTE-BT-22,PICKING TOTE,TRUE,0
8192,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-23,TOTE-BT-23,PICKING TOTE,TRUE,0
8193,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-24,TOTE-BT-24,PICKING TOTE,TRUE,0
8194,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-25,TOTE-BT-25,PICKING TOTE,TRUE,0
8195,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-26,TOTE-BT-26,PICKING TOTE,TRUE,0
8196,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-27,TOTE-BT-27,PICKING TOTE,TRUE,0
8197,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-28,TOTE-BT-28,PICKING TOTE,TRUE,0
8198,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-29,TOTE-BT-29,PICKING TOTE,TRUE,0
8199,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-30,TOTE-BT-30,PICKING TOTE,TRUE,0
8200,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-31,TOTE-BT-31,PICKING TOTE,TRUE,0
8201,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-32,TOTE-BT-32,PICKING TOTE,TRUE,0
8202,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-33,TOTE-BT-33,PICKING TOTE,TRUE,0
8203,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-34,TOTE-BT-34,PICKING TOTE,TRUE,0
8204,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-35,TOTE-BT-35,PICKING TOTE,TRUE,0
8205,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-36,TOTE-BT-36,PICKING TOTE,TRUE,0
8206,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-37,TOTE-BT-37,PICKING TOTE,TRUE,0
8207,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-38,TOTE-BT-38,PICKING TOTE,TRUE,0
8208,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-39,TOTE-BT-39,PICKING TOTE,TRUE,0
8209,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-40,TOTE-BT-40,PICKING TOTE,TRUE,0
8210,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-41,TOTE-BT-41,PICKING TOTE,TRUE,0
8211,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-42,TOTE-BT-42,PICKING TOTE,TRUE,0
8212,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-43,TOTE-BT-43,PICKING TOTE,TRUE,0
8213,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-44,TOTE-BT-44,PICKING TOTE,TRUE,0
8214,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-45,TOTE-BT-45,PICKING TOTE,TRUE,0
8215,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-46,TOTE-BT-46,PICKING TOTE,TRUE,0
8216,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-47,TOTE-BT-47,PICKING TOTE,TRUE,0
8217,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-48,TOTE-BT-48,PICKING TOTE,TRUE,0
8218,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-49,TOTE-BT-49,PICKING TOTE,TRUE,0
8219,General / Wholesale,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,TOTE-BT-50,TOTE-BT-50,PICKING TOTE,TRUE,0
8057,General / Wholesale,2,R,13,1,#R-13-1,#R-13-1,PICK,FALSE,0
8170,General / Wholesale,2,AH,20,0,AH-20-0,AH-20-0,PICK,FALSE,0
8169,General / Wholesale,2,AH,19,0,AH-19-0,AH-19-0,PICK,FALSE,0
8168,General / Wholesale,2,AH,18,0,AH-18-0,AH-18-0,PICK,FALSE,0
8167,General / Wholesale,2,AH,17,0,AH-17-0,AH-17-0,PICK,FALSE,0
8166,General / Wholesale,2,AH,16,0,AH-16-0,AH-16-0,PICK,FALSE,0
8165,General / Wholesale,2,AH,15,0,AH-15-0,AH-15-0,PICK,FALSE,0
8164,General / Wholesale,2,AH,14,0,AH-14-0,AH-14-0,PICK,FALSE,0
8163,General / Wholesale,2,AH,13,0,AH-13-0,AH-13-0,PICK,FALSE,0
8162,General / Wholesale,2,AH,12,0,AH-12-0,AH-12-0,PICK,FALSE,0
8161,General / Wholesale,2,AH,11,0,AH-11-0,AH-11-0,PICK,FALSE,0
9285,General / Wholesale,2,AL,8,0,AL-8-0,AL-8-0,PICK,FALSE,0
9286,General / Wholesale,2,AL,9,0,AL-9-0,AL-9-0,PICK,FALSE,0
9287,General / Wholesale,2,AL,10,0,AL-10-0,AL-10-0,PICK,FALSE,0
9288,General / Wholesale,2,AL,7,0,AL-7-0,AL-7-0,PICK,FALSE,0
9289,General / Wholesale,2,R,1,1,R-1-1,R-1-1,PICK,FALSE,0
9332,General / Wholesale,1,A,6,4,1-A-6-4,1-A-6-4,PICK,FALSE,0
9388,General / Wholesale,1,A,7,4,1-A-7-4,1-A-7-4,PICK,FALSE,0
9391,General / Wholesale,1,A,8,4,1-A-8-4,1-A-8-4,PICK,FALSE,0
14338,General / Wholesale,1,X,1,0,1-X-1-0,1-X-1-0,PICK,FALSE,1
14339,General / Wholesale,1,D,2,HANG,1-D-2-HANG,1-D-2-HANG,PICK,FALSE,1
14340,General / Wholesale,1,X,1,1,1-X-1-1,1-X-1-1,PICK,FALSE,2
14341,General / Wholesale,1,X,1,2,1-X-1-2,1-X-1-2,PICK,FALSE,3
14342,General / Wholesale,1,X,1,3,1-X-1-3,1-X-1-3,PICK,FALSE,4
14343,General / Wholesale,1,X,2,0,1-X-2-0,1-X-2-0,PICK,FALSE,5
14344,General / Wholesale,1,X,2,1,1-X-2-1,1-X-2-1,PICK,FALSE,6
14345,General / Wholesale,1,X,2,2,1-X-2-2,1-X-2-2,PICK,FALSE,7
14346,General / Wholesale,1,X,2,3,1-X-2-3,1-X-2-3,PICK,FALSE,8
14347,General / Wholesale,1,X,3,0,1-X-3-0,1-X-3-0,PICK,FALSE,9
14348,General / Wholesale,1,X,3,1,1-X-3-1,1-X-3-1,PICK,FALSE,10
14349,General / Wholesale,1,X,3,2,1-X-3-2,1-X-3-2,PICK,FALSE,11
14350,General / Wholesale,1,X,3,3,1-X-3-3,1-X-3-3,PICK,FALSE,12
14351,General / Wholesale,1,X,4,0,1-X-4-0,1-X-4-0,PICK,FALSE,13
14352,General / Wholesale,1,X,4,1,1-X-4-1,1-X-4-1,PICK,FALSE,14
14353,General / Wholesale,1,X,4,2,1-X-4-2,1-X-4-2,PICK,FALSE,15
14355,General / Wholesale,1,X,4,3,1-X-4-3,1-X-4-3,PICK,FALSE,16
14356,General / Wholesale,1,W,4,0,1-W-4-0,1-W-4-0,PICK,FALSE,17
14354,General / Wholesale,1,W,4,1,1-W-4-1,1-W-4-1,PICK,FALSE,18
14357,General / Wholesale,1,W,4,2,1-W-4-2,1-W-4-2,PICK,FALSE,19
14358,General / Wholesale,1,W,4,3,1-W-4-3,1-W-4-3,PICK,FALSE,20
14359,General / Wholesale,1,W,3,0,1-W-3-0,1-W-3-0,PICK,FALSE,21
14360,General / Wholesale,1,W,3,1,1-W-3-1,1-W-3-1,PICK,FALSE,22
14361,General / Wholesale,1,W,3,2,1-W-3-2,1-W-3-2,PICK,FALSE,23
14362,General / Wholesale,1,W,3,3,1-W-3-3,1-W-3-3,PICK,FALSE,24
14363,General / Wholesale,1,W,2,0,1-W-2-0,1-W-2-0,PICK,FALSE,25
14364,General / Wholesale,1,W,2,1,1-W-2-1,1-W-2-1,PICK,FALSE,26
14365,General / Wholesale,1,W,2,2,1-W-2-2,1-W-2-2,PICK,FALSE,27
14366,General / Wholesale,1,W,2,3,1-W-2-3,1-W-2-3,PICK,FALSE,28
14367,General / Wholesale,1,W,1,0,1-W-1-0,1-W-1-0,PICK,FALSE,29
14368,General / Wholesale,1,W,1,1,1-W-1-1,1-W-1-1,PICK,FALSE,30
14369,General / Wholesale,1,W,1,2,1-W-1-2,1-W-1-2,PICK,FALSE,31
14370,General / Wholesale,1,W,1,3,1-W-1-3,1-W-1-3,PICK,FALSE,32
14371,General / Wholesale,1,V,1,0,1-V-1-0,1-V-1-0,PICK,FALSE,33
14372,General / Wholesale,1,V,1,1,1-V-1-1,1-V-1-1,PICK,FALSE,34
14373,General / Wholesale,1,V,1,2,1-V-1-2,1-V-1-2,PICK,FALSE,35
14374,General / Wholesale,1,V,1,3,1-V-1-3,1-V-1-3,PICK,FALSE,36
14375,General / Wholesale,1,V,2,0,1-V-2-0,1-V-2-0,PICK,FALSE,37
14376,General / Wholesale,1,V,2,1,1-V-2-1,1-V-2-1,PICK,FALSE,38
14377,General / Wholesale,1,V,2,2,1-V-2-2,1-V-2-2,PICK,FALSE,39
14378,General / Wholesale,1,V,2,3,1-V-2-3,1-V-2-3,PICK,FALSE,40
14379,General / Wholesale,1,V,3,0,1-V-3-0,1-V-3-0,PICK,FALSE,41
14380,General / Wholesale,1,V,3,1,1-V-3-1,1-V-3-1,PICK,FALSE,42
14381,General / Wholesale,1,V,3,2,1-V-3-2,1-V-3-2,PICK,FALSE,43
14382,General / Wholesale,1,V,3,3,1-V-3-3,1-V-3-3,PICK,FALSE,44
14383,General / Wholesale,1,V,4,0,1-V-4-0,1-V-4-0,PICK,FALSE,45
14384,General / Wholesale,1,V,4,1,1-V-4-1,1-V-4-1,PICK,FALSE,46
14385,General / Wholesale,1,V,4,2,1-V-4-2,1-V-4-2,PICK,FALSE,47
14387,General / Wholesale,1,V,4,3,1-V-4-3,1-V-4-3,PICK,FALSE,48
14386,General / Wholesale,1,U,4,0,1-U-4-0,1-U-4-0,PICK,FALSE,49
14388,General / Wholesale,1,U,4,1,1-U-4-1,1-U-4-1,PICK,FALSE,50
14389,General / Wholesale,1,U,4,2,1-U-4-2,1-U-4-2,PICK,FALSE,51
14390,General / Wholesale,1,U,4,3,1-U-4-3,1-U-4-3,PICK,FALSE,52
14391,General / Wholesale,1,U,3,0,1-U-3-0,1-U-3-0,PICK,FALSE,53
14392,General / Wholesale,1,U,3,1,1-U-3-1,1-U-3-1,PICK,FALSE,54
14393,General / Wholesale,1,U,3,2,1-U-3-2,1-U-3-2,PICK,FALSE,55
14394,General / Wholesale,1,U,3,3,1-U-3-3,1-U-3-3,PICK,FALSE,56
14395,General / Wholesale,1,U,2,0,1-U-2-0,1-U-2-0,PICK,FALSE,57
14396,General / Wholesale,1,U,2,1,1-U-2-1,1-U-2-1,PICK,FALSE,58
14397,General / Wholesale,1,U,2,2,1-U-2-2,1-U-2-2,PICK,FALSE,59
14398,General / Wholesale,1,U,2,3,1-U-2-3,1-U-2-3,PICK,FALSE,60
14399,General / Wholesale,1,U,1,0,1-U-1-0,1-U-1-0,PICK,FALSE,61
14400,General / Wholesale,1,U,1,1,1-U-1-1,1-U-1-1,PICK,FALSE,62
14401,General / Wholesale,1,U,1,2,1-U-1-2,1-U-1-2,PICK,FALSE,63
14402,General / Wholesale,1,U,1,3,1-U-1-3,1-U-1-3,PICK,FALSE,64
14403,General / Wholesale,1,T,1,0,1-T-1-0,1-T-1-0,PICK,FALSE,65
14404,General / Wholesale,1,T,1,1,1-T-1-1,1-T-1-1,PICK,FALSE,66
14405,General / Wholesale,1,T,1,2,1-T-1-2,1-T-1-2,PICK,FALSE,67
14406,General / Wholesale,1,T,1,3,1-T-1-3,1-T-1-3,PICK,FALSE,68
14407,General / Wholesale,1,T,2,0,1-T-2-0,1-T-2-0,PICK,FALSE,69
14408,General / Wholesale,1,T,2,1,1-T-2-1,1-T-2-1,PICK,FALSE,70
14409,General / Wholesale,1,T,2,2,1-T-2-2,1-T-2-2,PICK,FALSE,71
14410,General / Wholesale,1,T,2,3,1-T-2-3,1-T-2-3,PICK,FALSE,72
14411,General / Wholesale,1,T,3,0,1-T-3-0,1-T-3-0,PICK,FALSE,73
14412,General / Wholesale,1,T,3,1,1-T-3-1,1-T-3-1,PICK,FALSE,74
14413,General / Wholesale,1,T,3,2,1-T-3-2,1-T-3-2,PICK,FALSE,75
14414,General / Wholesale,1,T,3,3,1-T-3-3,1-T-3-3,PICK,FALSE,76
4530,General / Wholesale,1,T,4,0,1-T-4-0,1-T-4-0,PICK,FALSE,77
4529,General / Wholesale,1,T,4,1,1-T-4-1,1-T-4-1,PICK,FALSE,78
4531,General / Wholesale,1,T,4,2,1-T-4-2,1-T-4-2,PICK,FALSE,79
4526,General / Wholesale,1,T,4,3,1-T-4-3,1-T-4-3,PICK,FALSE,80
14415,General / Wholesale,1,T,5,0,1-T-5-0,1-T-5-0,PICK,FALSE,81
4528,General / Wholesale,1,T,5,1,1-T-5-1,1-T-5-1,PICK,FALSE,82
4525,General / Wholesale,1,T,5,2,1-T-5-2,1-T-5-2,PICK,FALSE,83
4527,General / Wholesale,1,T,5,3,1-T-5-3,1-T-5-3,PICK,FALSE,84
14416,General / Wholesale,1,S,5,0,1-S-5-0,1-S-5-0,PICK,FALSE,85
14417,General / Wholesale,1,S,5,1,1-S-5-1,1-S-5-1,PICK,FALSE,86
14418,General / Wholesale,1,S,5,2,1-S-5-2,1-S-5-2,PICK,FALSE,87
4520,General / Wholesale,1,S,5,3,1-S-5-3,1-S-5-3,PICK,FALSE,88
14419,General / Wholesale,1,S,4,0,1-S-4-0,1-S-4-0,PICK,FALSE,89
14420,General / Wholesale,1,S,4,1,1-S-4-1,1-S-4-1,PICK,FALSE,90
14421,General / Wholesale,1,S,4,2,1-S-4-2,1-S-4-2,PICK,FALSE,91
4532,General / Wholesale,1,S,4,3,1-S-4-3,1-S-4-3,PICK,FALSE,92
14422,General / Wholesale,1,S,3,0,1-S-3-0,1-S-3-0,PICK,FALSE,93
14423,General / Wholesale,1,S,3,1,1-S-3-1,1-S-3-1,PICK,FALSE,94
14424,General / Wholesale,1,S,3,2,1-S-3-2,1-S-3-2,PICK,FALSE,95
14425,General / Wholesale,1,S,3,3,1-S-3-3,1-S-3-3,PICK,FALSE,96
14426,General / Wholesale,1,S,2,0,1-S-2-0,1-S-2-0,PICK,FALSE,97
14427,General / Wholesale,1,S,2,1,1-S-2-1,1-S-2-1,PICK,FALSE,98
14428,General / Wholesale,1,S,2,2,1-S-2-2,1-S-2-2,PICK,FALSE,99
14429,General / Wholesale,1,S,2,3,1-S-2-3,1-S-2-3,PICK,FALSE,100
14754,General / Wholesale,1,S,1,0,1-S-1-0,1-S-1-0,PICK,FALSE,101
14755,General / Wholesale,1,S,1,1,1-S-1-1,1-S-1-1,PICK,FALSE,102
14756,General / Wholesale,1,S,1,2,1-S-1-2,1-S-1-2,PICK,FALSE,103
14757,General / Wholesale,1,S,1,3,1-S-1-3,1-S-1-3,PICK,FALSE,104
4992,General / Wholesale,1,R,5,0,1-R-5-0,1-R-5-0,PICK,FALSE,105
4991,General / Wholesale,1,R,5,1,1-R-5-1,1-R-5-1,PICK,FALSE,106
4990,General / Wholesale,1,R,5,2,1-R-5-2,1-R-5-2,PICK,FALSE,107
4521,General / Wholesale,1,R,5,3,1-R-5-3,1-R-5-3,PICK,FALSE,108
4993,General / Wholesale,1,R,4,0,1-R-4-0,1-R-4-0,PICK,FALSE,109
4994,General / Wholesale,1,R,4,1,1-R-4-1,1-R-4-1,PICK,FALSE,110
4995,General / Wholesale,1,R,4,2,1-R-4-2,1-R-4-2,PICK,FALSE,111
4989,General / Wholesale,1,R,4,3,1-R-4-3,1-R-4-3,PICK,FALSE,112
14758,General / Wholesale,1,R,3,0,1-R-3-0,1-R-3-0,PICK,FALSE,113
14759,General / Wholesale,1,R,3,1,1-R-3-1,1-R-3-1,PICK,FALSE,114
14760,General / Wholesale,1,R,3,2,1-R-3-2,1-R-3-2,PICK,FALSE,115
14761,General / Wholesale,1,R,3,3,1-R-3-3,1-R-3-3,PICK,FALSE,116
14762,General / Wholesale,1,R,2,0,1-R-2-0,1-R-2-0,PICK,FALSE,117
14763,General / Wholesale,1,R,2,1,1-R-2-1,1-R-2-1,PICK,FALSE,118
14764,General / Wholesale,1,R,2,2,1-R-2-2,1-R-2-2,PICK,FALSE,119
14765,General / Wholesale,1,R,2,3,1-R-2-3,1-R-2-3,PICK,FALSE,120
14766,General / Wholesale,1,R,1,0,1-R-1-0,1-R-1-0,PICK,FALSE,121
14767,General / Wholesale,1,R,1,1,1-R-1-1,1-R-1-1,PICK,FALSE,122
14768,General / Wholesale,1,R,1,2,1-R-1-2,1-R-1-2,PICK,FALSE,123
14769,General / Wholesale,1,R,1,3,1-R-1-3,1-R-1-3,PICK,FALSE,124
14770,General / Wholesale,1,Q,1,0,1-Q-1-0,1-Q-1-0,PICK,FALSE,125
14771,General / Wholesale,1,Q,1,1,1-Q-1-1,1-Q-1-1,PICK,FALSE,126
14772,General / Wholesale,1,Q,1,2,1-Q-1-2,1-Q-1-2,PICK,FALSE,127
14773,General / Wholesale,1,Q,1,3,1-Q-1-3,1-Q-1-3,PICK,FALSE,128
14774,General / Wholesale,1,Q,2,0,1-Q-2-0,1-Q-2-0,PICK,FALSE,129
14775,General / Wholesale,1,Q,2,1,1-Q-2-1,1-Q-2-1,PICK,FALSE,130
14776,General / Wholesale,1,Q,2,2,1-Q-2-2,1-Q-2-2,PICK,FALSE,131
14777,General / Wholesale,1,Q,2,3,1-Q-2-3,1-Q-2-3,PICK,FALSE,132
14778,General / Wholesale,1,Q,3,0,1-Q-3-0,1-Q-3-0,PICK,FALSE,133
